Name,Title,Cost,EntryCost,Description,MOD,RO,RP-0,CATEGORY,INFO,TECHNOLOGY,YEAR,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,SAME,PLACEMENT NOTES,COST NOTES,DATE COSTED,ECM'S,IDENTICAL,Avion,DecA,DecB,EngLqdPF,EngLqdTurb,EngSolid,Haibt,Human,Instrum,Nuke,Reentry,Toxic,Decoup,Hydro,Balloon,SM,NonReentry,Unpress,Tank Type,Diameter,Length
SXTengineattachment,FAT-50 Structural Pylon,200,22000,A structural pylon for engine support. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTengineattachment2,FAT-55 Structural Pylon,200,22000,A structural pylon for engine support. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTEntenteCordiale,Concorde cockpit,5320,106400,"Cockpit for the Aerospatiale-BAC Concorde, turbojet-powered, supersonic, passenger jet airliner.",SXT,Yes,Yes,FLIGHT,Cockpit,advancedJetEngines,1969,05-LUNAR,,true,Concorde,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,
SXTfairingSize0,AE-FF0 Airstream Protective Shell (0.625m),900,9200,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel! The AE-FF3 is the largest size available from FLOOYD. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTfairingSize5,AE-FF5 Airstream Protective Shell (5m),1500,16000,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel! The AE-FF5 is the largest size available from FLOOYD. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTfloatFront,LF-01A Sea-Float End,250,800,A pointy end for the LF-01B. Makes sea-floats look more floaty. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTfloatMid,LF-01B Sea-Float Midsection,250,800,"Lets face it, we've all tried ditching a plane in the water. Doesn't always go too well does it. That's where the LF-01B comes in. Big and empty, the LF-01B is excellent at displacing fluids and bobbing around in the water. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTfloatOutboard,LF-01B Sea-Float Outrigger,50,600,Used to stabilise seaplanes. Strangely wings don't react well to water at 50m/s. Who'd have guessed. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTFuel625m,Mk1 LFO Barrel,30,1,"Less 'High tech spaceship part', more 'We spent the budget on food and this was the only thing we could find lying around'. The designers did manage to add a smaller sub-tank for oxidiser, although the words 'plastic bag - Oxidiser goes here' can be seen on the blueprints. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0)",SXT,Yes,Yes,MATERIALS,Fuel Tank,unlockParts,0,00-START,Yes,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTGoose,"M-95 ""Goose"" Cockpit",4200,4000,"An uncharacteristic foray into airliner control systems from Probodobodyne, the Goose provides a reliable avionics base and a 3 person crew for longer range flights and extra nap time. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTHECSRanger,Mariner Core,1200,24000,Probe core used for early Ranger missions as well as (in stripped-down form)  the first Mariner missions. Includes data storage for returning data to Earth (use Ship Manifest to transfer the data from the experiment to this core).,SXT,Yes,Yes,AVIONICS,Probe,interplanetaryProbes,1961,03-HUMAN,,true,Ranger Block 1,,,,,,,,"bluedog_rangerCore,SXTHECSRanger",,,,,,,,,,,,,,,,,,,,,
SXTInlineAirIntake,XM-600 1.25m Air Intake,20,1,"Vac-Co's answer to C7 Aerospace's Circular Turboprop intake. Slightly less efficient, but slightly lighter. Plus it has a spinny-round bit.",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTInlineAirIntakeTLarge,XM-800 2.5m Air Intake,0,1,"Designed on the principle of 'what if', no doubt high dangerous for any pilot if a cockpit is mounted to the fore. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTISSHabISK30,Skylab Orbital Workshop,50000,200000,"Hold 8 peole with 155 days (5 months) of supplies. A large crew compartment designed for larger, more permanent space stations. Designed and launched in 1973, the Skylab orbital station was the wider space station ever. Given the 270m3 pressurised volume, there is plenty of room for all your IVA activies. It even features a orbital laboratory!",SXT,Yes,Yes,STATIONS,Station,earlySpaceStations,1973,06-STATION,,true,Skylab,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
SXTJ213,Junkers Jumo 213E,30,1,"WWII-era V-12 liquid-cooled piston engine, the Jumo 213E as produced by Junkers (GER).  3-speed, 2-stage supercharger (only mid and high blowers modelled) intended for performance at high altitudes.  Used on the Focke-wulfe Fw 190 D-11, D-12, D-13 and Focke-wulfe Ta 152 fighters. 2050PS.",SXT,Yes,Yes,FLIGHT,Engine,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,X,,,,,,,,,,,,,,
SXTK1Base5m,N1 Block B,2850,9000,N1 Block B is second stage of N1. Block B has 8 NK-15V engines. Diameter: [10.3 m].,SXT,Yes,No,STAGED,,stagedCombustion1969,1969,05-LUNAR,,false,N-1,N1_BlockB,,,,,,8x_NK-15V,,,,,,,,,,,,,,,,,,,,,,
SXTK1BaseLarge,N1 Block A,22050,20000,N1 Block A is first stage of N1. Block A has 30x NK-15 or NK-33 engines. Diameter: [17.0 m]. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE),SXT,Yes,No Cost,STAGED,,stagedCombustion1969,1969,05-LUNAR,,false,N-1,N1_BlockA,,,,,,30x_NK-15,,,,,,,,,,,,,,,,,,,,,,
SXTK1Decoupler,N-1 Block B/V Interstage,250,5000,Install between 2nd and 3rd stages,SXT,Yes,Yes,MATERIALS,Interstage,materialsScienceLunar,1969,05-LUNAR,,true,N-1,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
SXTK1Decoupler2,N-1 Block A/B Decoupler,500,10000,Install between 1st ans 2nd stages.,SXT,Yes,Yes,MATERIALS,Decoupler,materialsScienceLunar,1969,05-LUNAR,,true,N-1,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
SXTKD170,RD-170 Series,5400,108000,"1980s to present, High TWR, atmospheric booster engine. The RD-170 is the most powerful liquid rocket engine ever flown. Originally developed for the Energia launcher's boosters, the engine consists of four combustion chambers fed by a single turbopump. A modified version, the RD-171, is used on the first stage of the Zenit launch vehicle. Diameter: [3.8 m]. Plume configured by RealPlume.",SXT,Yes,Yes,STAGED,,stagedCombustion1986,1987,08-LONGTERM,,true,Energia,RD170,,,,,,RD-170,"liquidEnginemogulmp1500,rd170engine,RD171_StockVersion,SXTKD170",,,,,X,,,,,,,,,,,,,,,,
SXTKDBTsar1,Kerbolyov 'Tsar V' Large Fuel Tank,18.57358,1,[SXT/Parts/SuperLaunchers/Hull/Tsar/3-75-0.cfg] (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTKDBTsar2,N-1 Block B,13000,46600,Stores fuel for Block B.,SXT,Yes,No,MATERIALS,Fuel Tank,materialsScienceLunar,1969,05-LUNAR,,false,N-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTKDBTsar25to375,N-1 Block V,6500,32600,Stores fuel and avionics for the N-1 Block V.,SXT,Yes,No,MATERIALS,Fuel Tank,materialsScienceLunar,1969,05-LUNAR,,false,N-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTKDBTsar3,N-1 Block A,13000,46600,Stores fuel for Block A,SXT,Yes,No,MATERIALS,Fuel Tank,materialsScienceLunar,1969,05-LUNAR,,false,N-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTke111,Heinkel He 111 cockpit,30,1,"Constructed originally for the German Heinkel He 111 type bomber, this cockpit is useful for airdrop carrier planes, reconnaisance craft, and other vehicles where high visibility is paramount.",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,X,,,,,,,,,,X,X,,,
SXTKe90TurboJet,Progress D-18T turbofan,1000,20000,"High-bypass turbofan for An-225 and An-124. 229.8kN thrust, SFC 0.360 lb/lbf hr.",SXT,Yes,Yes,FLIGHT,Engine,refinedTurbofans,1985,07-SPCPLANES,,true,"An-225, An-124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTKO211Dprop,Junkers Jumo 211F,16,1,"WWII-era V-12 liquid-cooled piston engine, the Jumo 211F as produced by Junkers (GER).  2-speed, 1-stage supercharger.  Used on the He 111.",SXT,Yes,Yes,FLIGHT,Engine,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,X,,,,,,,,,,,,,,
SXTKO211prop,"KO-A601 ""Monsoon"" Prop Engine",600,4200,"A slight increase in power and efficiency over the KO-211D, however, this necessitated a larger and heavier casing. Requires 60 units Liquid Fuel per hour at maximum throttle. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTKOPO4E,"Kopo-4e ""Pancake"" Liquid Fuel Engine",1000,4200,"The KDB's contender for a 2.5m orbital rocket engine. While less powerful that Rockomax's ""Poodle"", its lower profile and strengthened casing does make it easier to land on if you happen to forget your landing legs. Plume configured by RealPlume. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTLANCER,CR-9 L.A.N.C.E.R. Engine,40000,100000,"The L.A.N.C.E.R. is the result of the continuing joint venture between C7 Aerospace and the Rockomax Conglomerate. Designed to fill a gap in the design requirements for large sustainable single stage to orbit aircraft, this engine combines the best of rocket and air-breathing thrust technology. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTLander,PPD-8 Lander Can,3000,7500,"While similar to the Mk2 Lander Can internally, the PPD-8 offers a ruggedized casing and improved crash resistance, plus handy EVA hand grips. It can also be controlled remotely.",SXT,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTlaunchclamp1,TT06-A Launch Stability Enhancer,10,1,"The TT06-A Stability Enhancer uses ground-breaking fastening technology to significantly increase the stability of spacecraft during the pre-launch phase. While OMB Demolition has been criticized in the past for using ""big fancy words for a rocket holder"" in their description of their device, none can say the TT18 series doesn't deliver rock-solid clamping action, as advertised. The owner's manual strongly suggests these devices be placed on the bottommost section of the spacecraft, and activated as soon as the engines are lit, for optimal de-clamping performance.",SXT,Yes,Yes,MATERIALS,Launch Clamp,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTLT80,J-2 Series,2000,100000,The Rocketdyne J-2 rocket engine found on the Saturn S-IVB and S-II stages. Ensure you enable roll capability or disable gimbal as required for your application. Diameter: [2.01 m]. Plume configured by RealPlume.,SXT,Yes,Yes,HYDROLOX,,improvedHydrolox,1966,04-ADV,,true,Saturn V (J-2),J2,,,,,,J-2-200klbf,"KW5mengineTitanV,FASAApolloLFEJ2,RSBengineJ2,SSTU-SC-ENG-J-2,SXTLT80,J2",,,,,X,,,,,,,,,X,,,,,,,
SXTmeadowlark,"EAS-316 ""Meadowlark"" Observation Pod",3400,2800,"The EAS 316 is a lightweight observation pod that works in the same was as the EAS-1 External Command Seat. Features a 'No key' start button, though that just means that the pilots have normally gone back to the KSC to find the non-existent keys on launch. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMerlin46Prop,Rolls-Royce Merlin 46,19,1,"WWII-era V-12 liquid-cooled piston engine. Provides 1260HP at sea level, rising to 1440HP at 4.42km (full throttle height). Single-speed single-stage supercharger. 10ft 11in 3-blade constant speed propeller.",SXT,Yes,Yes,FLIGHT,Engine,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTMerlin66prop,Rolls-Royce Merlin 66,20,1,"WWII-era V-12 liquid-cooled piston engine. Provides 1975HP at sea level, rising to 2020HP at 1.2km (full throttle height). Two-speed single-stage supercharger. 10ft 11in 3-blade constant speed propeller.  Used on Spitfire LF Mk VIII for low-altitude operations.",SXT,Yes,Yes,FLIGHT,Engine,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTMiniJet,Williams/Rolls-Royce FJ44-2A turbofan,93,1860,A Small civil turbofan,SXT,Yes,Yes,FLIGHT,Engine,refinedTurbofans,1990,08-LONGTERM,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk210degree,Mk2 10-DEG Tilted connector,2100,11600,For those times when you want your spaceplanes to have a bend before they hit the ground. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk2225degree,22.5-DEG Tilted connector,2100,1,For those times when you want your spaceplanes to have a bend before they hit the ground. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk2adaptorIntake,"Mk2 to 1.25m ""Su.27"" Air Intake",1,17500,"A generic Mk1 to Mk2 adapter that was almost sheared in two. We had to weld some intakes to it so it wouldn't fall apart. Erm, ahem, I mean we added intakes for extra utility and its structural integrity is second to none. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk2cargoadapter,Mk2 Cargo Bay CRG-04B,320,11500,"A modification to the CRG-04, the B variant is inspired by the popular Mk2-Size 1 adaptor series. It also makes an excellent shroud for VTOL capable jet engines. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMk2FuselageStructural,Structural Fuselage Mk2,700,2500,"A standard Mk2 fuselage. Carries no fuel; is there merely as a structural element. As such, it's lighter and more solid due to reinforcements. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMk2LinearAerospike,"Mk2 ""Stubbs"" Linear Aerospike Engine",4000,24500,"A linear aerospike consists of a tapered wedge-shaped plate, with exhaust exiting on either side at the ""thick"" end. This design has the advantage of being stackable, allowing several smaller engines to be placed in a row to make one larger engine while allowing steering through the use of individual engine throttle control. Plume configured by RealPlume. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk2SAScore,"Advanced Reaction Wheel Module, MK2",900,5200,"While lacking the specialised pitch authority of the drone core, these wheels do provide more lateral and roll control. The lack of an AI also makes this 95% less murderous. We're still investigating what's causing that other 5%. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk3CargoBayRamp,Mk3 Cargo Ramp,3000,1,"A sophisticated deployment system for cargo delivery on the ground, or on the sea, or in mid-air, or in a vacuum. Wherever you want, really. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTmk3Cockpit52,B-52 Stratofortress cockpit,2064,41279,"Cockpit for the B-52 Stratofortress, long-range, subsonic, jet-powered strategic bomber.",SXT,Yes,Yes,FLIGHT,Cockpit,matureSupersonic,1952,01-PW,,true,B-52,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,
SXTMTVGirder,Strongback Truss (Closed Long),990,19800,"A long, structural strongback truss, perfect for landers.",SXT,Yes,Yes,STATIONS,Structural,improvedOrbitalConstruction,2004,09-INTL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMTVGirderBasic,Strongback Truss (Closed Short),320,6400,"A short, structural strongback truss.",SXT,Yes,Yes,STATIONS,Structural,improvedOrbitalConstruction,2004,09-INTL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMTVGirderOpen,Strongback Truss (Open Long),660,13200,A long strongback truss for carrying cargo.,SXT,Yes,Yes,STATIONS,Structural,improvedOrbitalConstruction,2004,09-INTL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMTVGirderOpenMedium,Strongback Truss (Open Medium),330,6600,A medium length strongback truss for carrying cargo.,SXT,Yes,Yes,STATIONS,Structural,improvedOrbitalConstruction,2004,09-INTL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTMTVGirderOpenSmall,Strongback Truss (Open Short),165,3300,A short strongback truss for carrying cargo.,SXT,Yes,Yes,STATIONS,Structural,improvedOrbitalConstruction,2004,09-INTL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTn1GridFin,N-1 Grid Fins,640,1800,Improves N-1 stability,SXT,Yes,No,RCS,Grid Fins,dockingCrewTransfer,1969,05-LUNAR,,false,N-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTNERVA,Bimodal NTR,28000,2500000,"Low thrust pump-fed expander nuclear engine. Evolved for the original NERVA design the Bimodal NTR, instead of wasting precious propellant mass for cooling the engine reactor, uses a Brayton cycle electricity generator unit to convert the waste thermal energy into useful electrical power. It also supports liquid oxygen injection (TRITON - trimodal operation) for increased thrust but with the cost of a lower overall efficiency. Plume configured by RealPlume.",SXT,Yes,Yes,NTR,Engine,nuclearPropulsionNF,2021,11-NF,,true,Bimodal NTR,BNTR,,,,,,BNTR,"nervaII_kerbscalexx,SXTNERVA,ntr-sc-25-1",,,,,X,,,,,X,,,,,,,,,,,
SXTNERVAB,NERVA II,75000,2000000,"A later 70s atomic engine. Relatively low TWR but high ISP and power generation of 4200 MW. Derived from the Phoebus 2A ground demonstrator, tested in 1968. Plume configured by RealPlume.",SXT,Yes,Yes,NTR,Engine,basicNuclearPropulsion,1983,07-SPCPLANES,,true,NERVA II,NERVAII,,,Available years after NERVA,,,NERVA-II,,,,,,X,,,,,X,,,,,,,,,,,
SXTNK12M,"KO-TP12M ""Bear"" Turboprop",400,8000,Requires 100 units Liquid Fuel per hour at maximum throttle. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0),SXT,Yes,Yes,FLIGHT,Engine,highSpeedFlight,1960,02-SAT,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTNK21BlockV,N1 Block V,2000,40000,N1 Block V is third stage of N1. Block V has 4 NK-21 engines. Diameter: [7.7 m]. Plume configured by RealPlume.,SXT,Yes,Yes,STAGED,,stagedCombustion1969,1969,05-LUNAR,,true,N-1,N1_BlockV,,,,,,4x_NK-21,,,,,,X,,,,,,,,,,,,,,,,
SXTnuclearramjet,"LV-NRJ ""Agamemnon"" Nuclear Ramjet Engine",20000,250000,"The LV-NRJ is a Nuclear Ram-Jet, utilizing an unshielded nuclear reactor to heat incoming air. While it does not require fuel, it will need boosting to a suitable velocity before becoming effective. Despite being the result of many years of very expensive research, we're not entirely certain of the side-effects of using the engine - every scientist on the project has since turned a slightly more luminescent shade of green and expired. Plume configured by RealPlume. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTOMS,"O-10 ""Puff"" Orbital Manoeuvering System",50,8200,"A powerful RCS thruster, designed to stabalise the largest of rockets and shuttles. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTOMS-A,"O-40 ""Puff"" Orbital Manoeuvering System",50,8200,"A more powerful RCS version of the Puff thruster, designed to stabalise the largest of rockets and shuttles. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
